time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
6,10.9883,14.1228,2.96777,1.02144,11.4772,15.1876,3.26699,1.06315,11.3253,15.2924,3.24156,1.07508,11.5652,15.1619,3.27511,1.05638,1.17169,-0.299216,0.0417165,1.21713,-0.273787,0.0536419,1.18849,-0.307337,0.0349379
6.1,11.1433,14.3759,3.02658,1.02912,11.5752,15.6503,3.29336,1.07909,11.4164,15.7595,3.2676,1.09174,11.6586,15.6274,3.30036,1.07325,1.34558,-0.266772,0.0499663,1.41024,-0.241011,0.0626218,1.35339,-0.273774,0.0441268
6.2,11.2993,14.6353,2.97989,1.02004,11.6074,15.6355,3.21613,1.08383,11.4349,15.7396,3.18671,1.09803,11.6814,15.6199,3.22053,1.07982,1.04665,-0.236239,0.0637819,1.1126,-0.20682,0.077988,1.05613,-0.240643,0.0597784
6.3,11.4552,14.8892,2.92434,1.03655,11.6107,16.2298,3.25306,1.10992,11.4303,16.3423,3.22386,1.12533,11.6775,16.2199,3.25594,1.1075,1.34954,-0.328726,0.0733729,1.45327,-0.29953,0.0887807,1.34918,-0.331606,0.0709446
6.4,11.6041,15.1409,2.97882,1.04314,11.5006,16.8127,3.2588,1.15031,11.274,16.95,3.22546,1.17193,11.5064,16.8348,3.25357,1.15596,1.67497,-0.279985,0.107179,1.83904,-0.246639,0.128794,1.69673,-0.274753,0.112826
6.5,11.7541,15.3982,2.99538,1.02719,11.7756,17.2785,3.31741,1.14879,11.5636,17.4069,3.28594,1.16736,11.8065,17.2814,3.31492,1.15043,1.8804,-0.32203,0.121602,2.01763,-0.29056,0.140169,1.88392,-0.319545,0.123244
6.6,11.9091,15.6546,3.02018,1.01025,11.9073,17.8291,3.36417,1.16287,11.6867,17.9648,3.33328,1.18202,11.929,17.8369,3.36136,1.16548,2.17445,-0.34399,0.152627,2.32086,-0.313103,0.17177,2.18238,-0.341185,0.155233
6.7,12.0696,15.9104,2.92189,1.02363,12.2263,18.1958,3.41387,1.14937,12.0463,18.3043,3.38582,1.16198,12.3148,18.1603,3.41679,1.14293,2.29081,-0.491985,0.125737,2.39397,-0.46393,0.138344,2.26325,-0.494906,0.119294
6.8,12.2216,16.1599,2.88403,1.03175,12.3507,18.2512,3.36329,1.15241,12.1439,18.3627,3.33141,1.16785,12.4077,18.2304,3.36232,1.14976,2.09521,-0.479257,0.12066,2.20413,-0.447384,0.136096,2.07884,-0.478287,0.118008
6.9,12.3697,16.4074,2.85919,1.04989,12.5832,18.4631,3.35502,1.1548,12.3428,18.5825,3.31943,1.17328,12.5981,18.457,3.34968,1.15627,2.06675,-0.495831,0.104902,2.1752,-0.460243,0.123385,2.06228,-0.490496,0.106377
7,12.512,16.6554,2.89567,1.05615,12.6292,18.5708,3.30668,1.1633,12.3674,18.6916,3.2682,1.18422,12.6187,18.5779,3.29824,1.16813,1.91896,-0.411019,0.107153,2.04131,-0.37253,0.128067,1.92543,-0.402573,0.111978
7.1,12.6545,16.9075,2.86517,1.06903,12.7739,18.8105,3.30826,1.15936,12.5378,18.913,3.27178,1.17637,12.8065,18.7963,3.30398,1.15897,1.90675,-0.44309,0.0903365,2.00892,-0.406608,0.10734,1.89492,-0.438808,0.0899467
7.2,12.7923,17.1587,2.85413,1.08309,13.1156,19.1426,3.35486,1.14332,12.9125,19.2277,3.32228,1.15471,13.2019,19.1016,3.3576,1.13555,2.0101,-0.500738,0.0602317,2.07247,-0.46815,0.071619,1.98562,-0.503472,0.0524619
7.3,12.9261,17.4108,2.81727,1.11264,13.1081,19.5097,3.34654,1.16159,12.8955,19.5961,3.31242,1.17459,13.1842,19.4746,3.34663,1.15604,2.10679,-0.529269,0.0489533,2.18544,-0.495148,0.0619516,2.07986,-0.529365,0.0434036
7.4,13.0507,17.6635,2.78644,1.11228,13.4508,19.58,3.34454,1.14028,13.2568,19.6503,3.31208,1.14942,13.5623,19.5285,3.34984,1.1296,1.95785,-0.558104,0.0279966,1.99745,-0.525642,0.0371374,1.93386,-0.563402,0.0173125
7.5,13.174,17.9134,2.81467,1.13941,13.5094,19.9952,3.35196,1.15655,13.3028,20.0675,3.31763,1.16737,13.6064,19.9478,3.35406,1.14816,2.10864,-0.537286,0.0171336,2.15795,-0.502956,0.0279607,2.07989,-0.539391,0.00874916
7.6,13.2917,18.1691,2.84674,1.12676,13.7388,20.4719,3.39624,1.15962,13.5284,20.5466,3.36261,1.17008,13.8344,20.4242,3.39908,1.15095,2.34589,-0.549502,0.0328614,2.38934,-0.515874,0.0433226,2.31952,-0.552349,0.024195
7.7,13.414,18.4261,2.81958,1.15498,13.6797,20.7142,3.35804,1.17984,13.4526,20.7897,3.32128,1.19321,13.7537,20.6773,3.35625,1.17518,2.3035,-0.538461,0.0248606,2.36393,-0.501702,0.03823,2.27671,-0.53667,0.0202044
7.8,13.5279,18.684,2.72556,1.16259,13.801,20.8346,3.32471,1.18425,13.5542,20.9092,3.28508,1.19964,13.851,20.8063,3.31987,1.18244,2.1678,-0.599153,0.0216567,2.22527,-0.55952,0.0370533,2.14673,-0.594314,0.0198435
7.9,13.6361,18.9342,2.68699,1.17207,14.3958,20.8948,3.3519,1.14651,14.1685,20.9467,3.31399,1.15584,14.4863,20.8355,3.35335,1.13632,2.10261,-0.664913,0.0255588,2.08177,-0.627002,0.0162339,2.08275,-0.666365,0.0357512
8,13.7404,19.1818,2.67048,1.16831,14.5451,21.0982,3.33698,1.15057,14.3059,21.1471,3.29699,1.16096,14.6236,21.0414,3.33635,1.14185,2.07848,-0.666508,0.0177386,2.04501,-0.626512,0.00734797,2.05868,-0.665871,0.0264586
8.1,13.845,19.4275,2.64778,1.17526,14.4675,21.0757,3.26298,1.15977,14.2338,21.1112,3.22104,1.17055,14.5587,21.018,3.26112,1.15149,1.76181,-0.615194,0.0154824,1.72794,-0.573256,0.00470711,1.74322,-0.613341,0.0237646
8.2,13.947,19.6719,2.72534,1.16504,14.455,21.2978,3.22996,1.17709,14.2036,21.3299,3.18404,1.19065,14.5244,21.2444,3.22263,1.17243,1.70344,-0.504625,0.0120507,1.67781,-0.458705,0.025605,1.67521,-0.497294,0.00739409
8.3,14.0546,19.9223,2.79237,1.17246,14.4233,21.7707,3.24705,1.19242,14.1849,21.8021,3.20328,1.20516,14.5128,21.7168,3.24158,1.18688,1.8848,-0.45468,0.0199589,1.88433,-0.410914,0.0327002,1.85214,-0.449208,0.0144164
8.4,14.1629,20.1797,2.67592,1.20032,14.7196,21.8173,3.24305,1.1692,14.5173,21.8282,3.20353,1.17572,14.8677,21.7427,3.24623,1.15549,1.72964,-0.56713,0.0311247,1.6862,-0.527609,0.0246002,1.71455,-0.570308,0.0448356
8.5,14.2598,20.4291,2.64035,1.16272,15.1781,21.6696,3.21384,1.14388,14.9574,21.6746,3.17289,1.15002,15.3068,21.5996,3.21834,1.12993,1.5434,-0.573485,0.0188381,1.42756,-0.53254,0.0126952,1.57041,-0.577986,0.0327818
8.6,14.3646,20.6714,2.62767,1.15082,14.9811,22.5324,3.26815,1.18162,14.7761,22.5401,3.22822,1.18826,15.1321,22.4558,3.27046,1.16826,1.96046,-0.640472,0.0308002,1.91343,-0.60055,0.0374451,1.94247,-0.642789,0.0174411
