time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
3.9,7.73331,8.80438,3.01532,0.959257,8.02662,8.55569,3.07668,0.915283,8.03147,8.55802,3.07274,0.915282,8.02624,8.55624,3.07759,0.915277,0.384547,0.0613597,0.0439744,0.386774,0.0574197,0.0439753,0.383908,0.0622696,0.0439798
4,7.90643,9.05126,2.96871,0.963369,8.15204,8.8454,3.05767,0.937802,8.15693,8.84771,3.05389,0.9378,8.15174,8.84589,3.05842,0.937796,0.320479,0.0889525,0.0255674,0.322774,0.0851771,0.0255692,0.319931,0.0897037,0.0255732
4.1,8.07587,9.29503,2.88869,0.97148,8.40136,8.99652,3.03929,0.917762,8.40623,8.99877,3.03555,0.917762,8.40103,8.99724,3.04047,0.917764,0.441648,0.150605,0.0537185,0.443748,0.146862,0.0537183,0.440921,0.151785,0.0537163
4.2,8.23881,9.53355,2.89061,0.986039,8.60206,9.21792,3.02488,0.917001,8.60699,9.22015,3.02132,0.917,8.60167,9.21863,3.02574,0.917002,0.481225,0.134272,0.0690375,0.4835,0.130715,0.0690387,0.480464,0.13513,0.0690363
4.3,8.39837,9.77459,2.84452,0.995604,8.70621,9.45487,2.93447,0.935233,8.71112,9.45706,2.93084,0.935234,8.70603,9.45566,2.93602,0.935234,0.443827,0.089948,0.0603707,0.445687,0.0863166,0.0603701,0.443138,0.0914981,0.0603697
4.4,8.55311,10.0133,2.79802,1.01652,8.8642,9.76156,3.02019,0.952495,8.86919,9.7638,3.0169,0.952497,8.86397,9.76209,3.0206,0.952494,0.40016,0.222172,0.0640253,0.402663,0.218887,0.0640234,0.399649,0.222586,0.0640264
4.5,8.70038,10.2512,2.64334,1.0099,9.0232,10.0051,2.98974,0.960262,9.02824,10.0074,2.98652,0.960264,9.02295,10.0056,2.99005,0.960258,0.405896,0.346407,0.049641,0.408582,0.343189,0.0496392,0.405394,0.346714,0.0496443
4.6,8.84099,10.475,2.73568,1.03384,9.17529,10.16,2.82731,0.958628,9.18033,10.1621,2.82386,0.958629,9.17502,10.1608,2.82881,0.958631,0.459352,0.0916322,0.0752083,0.461603,0.0881818,0.0752078,0.458579,0.0931311,0.0752053
4.7,8.98093,10.7101,2.78849,1.0496,9.39733,10.3823,2.89892,0.951142,9.40243,10.3844,2.89576,0.951142,9.39691,10.383,2.89939,0.951148,0.529928,0.110427,0.0984592,0.532642,0.107276,0.0984592,0.529149,0.110901,0.0984535
4.8,9.11977,10.9519,2.85631,1.04946,9.54937,10.5612,2.77901,0.95119,9.55446,10.5632,2.77574,0.951191,9.54904,10.562,2.78014,0.951185,0.580719,0.0772958,0.0982699,0.583109,0.080569,0.0982689,0.579942,0.0761675,0.0982744
4.9,9.26203,11.1996,2.7411,1.06094,9.78717,10.802,2.91271,0.944306,9.79235,10.8041,2.90984,0.944306,9.78656,10.8026,2.91225,0.94431,0.658667,0.171607,0.116633,0.661548,0.168741,0.116634,0.657802,0.171154,0.11663
5,9.39581,11.4388,2.734,1.06671,9.9263,10.9659,2.77303,0.944603,9.93142,10.9679,2.76976,0.944605,9.92597,10.9667,2.77437,0.944603,0.710713,0.0390282,0.122103,0.713224,0.0357571,0.122101,0.70991,0.040365,0.122103
5.1,9.52786,11.6782,2.74202,1.08144,10.0807,11.1474,2.70613,0.944945,10.0859,11.1493,2.70279,0.944948,10.0805,11.1483,2.708,0.944947,0.766464,0.0358897,0.136492,0.768836,0.0392353,0.136489,0.765632,0.0340219,0.136491
5.2,9.65675,11.9202,2.71795,1.07953,10.2057,11.4292,2.76927,0.964782,10.2109,11.4311,2.76623,0.964785,10.2054,11.43,2.77,0.964787,0.736564,0.0513197,0.114745,0.739159,0.0482774,0.114742,0.735824,0.0520451,0.11474
5.3,9.78497,12.1599,2.63963,1.10194,10.3577,11.6403,2.73194,0.969034,10.363,11.6422,2.72893,0.969037,10.3574,11.641,2.73259,0.969039,0.773354,0.0923062,0.132902,0.77597,0.0892973,0.132899,0.772579,0.0929593,0.132897
5.4,9.90425,12.3954,2.4749,1.09559,10.4723,11.912,2.76325,0.987781,10.4776,11.914,2.76035,0.987785,10.4719,11.9127,2.76345,0.987788,0.745827,0.288355,0.10781,0.748638,0.285458,0.107807,0.745167,0.28855,0.107804
